match_id,innings_no,over_id,ball_id,runs_scored,extra_runs,out_type,striker,non_striker,bowler
829726,2,6,6,2,0,,85,306,194
829726,2,7,1,1,0,,306,85,398
829726,2,7,2,1,0,,85,306,398
829726,2,7,3,1,0,,306,85,398
829726,2,7,4,1,0,,85,306,398
829726,2,7,5,2,0,,306,85,398
829726,2,7,6,1,0,,306,85,398
829726,2,8,1,0,0,,306,85,372
829726,2,8,2,0,0,,306,85,372
829726,2,8,3,2,0,,306,85,372
829726,2,8,4,1,0,,306,85,372
829726,2,8,5,4,0,,85,306,372
829726,2,8,6,1,0,,85,306,372
829726,2,9,1,0,0,,85,306,398
829726,2,9,2,2,0,,85,306,398
829726,2,9,3,0,0,,85,306,398
829726,2,9,4,4,0,,85,306,398
829726,2,9,5,1,0,,85,306,398
829726,2,9,6,1,0,,306,85,398
829726,2,10,1,1,0,,306,85,372
829726,2,10,2,1,0,,85,306,372
829726,2,10,3,2,0,,306,85,372
829726,2,10,4,0,0,,306,85,372
829726,2,10,5,0,0,,306,85,372
829726,2,10,6,0,0,,306,85,372
829726,2,11,1,1,0,,85,306,398
829726,2,11,2,1,0,,306,85,398
829726,2,11,3,2,0,,85,306,398
829726,2,11,4,2,0,,85,306,398
829726,2,11,5,1,0,,85,306,398
829726,2,11,6,2,0,,306,85,398
829726,2,12,1,0,0,,85,306,388
829726,2,12,2,2,0,,85,306,388
829726,2,12,3,2,0,,85,306,388
829726,2,12,4,1,0,,85,306,388
829726,2,12,5,1,0,,306,85,388
829726,2,12,6,1,0,,85,306,388
829726,2,13,1,0,0,,85,306,398
829726,2,13,2,1,0,,85,306,398
829726,2,13,3,0,0,,306,85,398
829726,2,13,4,1,0,,306,85,398
829726,2,13,5,1,0,,85,306,398
829726,2,13,6,4,0,,306,85,398
829726,2,14,1,0,0,caught,85,306,388
829726,2,14,2,1,0,,306,394,388
829726,2,14,3,1,0,,394,306,388
829726,2,14,4,1,0,,306,394,388
829726,2,14,5,6,0,,394,306,388
829726,2,14,6,6,0,,394,306,388
829726,2,15,1,2,0,,306,394,194
829726,2,15,2,0,0,,306,394,194
829726,2,15,3,0,1,,306,394,194
829726,2,15,4,2,0,,306,394,194
829726,2,15,5,1,0,,306,394,194
829726,2,15,6,0,0,bowled,394,306,194
829726,2,15,7,0,0,,310,306,194
829726,2,16,1,3,0,,306,310,453
829726,2,16,2,1,0,,310,306,453
829726,2,16,3,4,0,,306,310,453
829726,2,16,4,0,0,,306,310,453
829726,2,16,5,0,0,,306,310,453
829726,2,16,6,2,1,,306,310,453
829726,2,16,7,0,1,,306,310,453
829726,2,16,8,1,0,,306,310,453
829726,2,17,1,4,0,,306,310,194
829726,2,17,2,4,0,,306,310,194
829726,2,17,3,2,0,,306,310,194
829726,2,17,4,4,0,,306,310,194
829726,2,17,5,0,0,,306,310,194
829726,2,17,6,1,0,,306,310,194
829726,2,18,1,1,0,,306,310,453
829726,2,18,2,2,0,,310,306,453
829726,2,18,3,1,0,,310,306,453
829726,2,18,4,0,0,,306,310,453
829726,2,18,5,2,0,,306,310,453
829726,2,18,6,6,0,,306,310,453
501207,2,2,1,0,0,,171,157,265
501207,2,2,2,4,0,,171,157,265
501207,2,2,3,0,0,,171,157,265
501207,2,2,4,0,0,,171,157,265
501207,2,2,5,0,0,,171,157,265
501207,2,2,6,0,0,,171,157,265
501207,2,1,1,0,0,caught,74,157,14
501207,2,1,2,0,0,,171,157,14
501207,2,1,3,0,0,,171,157,14
501207,2,1,4,0,0,,171,157,14
501207,2,1,5,0,1,,171,157,14
501207,2,1,6,0,0,,171,157,14
501207,2,1,7,1,0,,171,157,14
501207,2,6,1,4,0,,171,157,67
501207,2,6,2,0,0,,171,157,67
501207,2,6,3,6,0,,171,157,67
501207,2,6,4,2,0,,171,157,67
501207,2,6,5,0,0,,171,157,67
501207,2,6,6,0,0,,171,157,67
501207,2,5,1,0,0,,171,157,210
501207,2,5,2,0,0,,171,157,210
501207,2,5,3,1,0,,171,157,210
501207,2,5,4,0,0,,157,171,210
501207,2,5,5,4,0,,157,171,210
501207,2,5,6,0,0,,157,171,210
501207,2,4,1,0,0,,157,171,265
501207,2,4,2,2,0,,157,171,265
501207,2,4,3,4,0,,157,171,265
501207,2,4,4,0,1,,157,171,265
501207,2,4,5,1,0,,171,157,265
501207,2,4,6,2,0,,157,171,265
501207,2,3,1,4,0,,157,171,14
501207,2,3,2,1,0,,157,171,14
501207,2,3,3,0,0,,171,157,14
501207,2,3,4,4,0,,171,157,14
501207,2,3,5,0,0,,171,157,14
501207,2,3,6,2,0,,171,157,14
501207,2,14,1,0,1,,27,46,48
501207,2,14,2,4,0,,27,46,48
501207,2,13,1,1,0,,27,46,14
501207,2,13,2,1,0,,46,27,14
501207,2,13,3,6,0,,27,46,14
501207,2,13,4,1,0,,27,46,14
501207,2,13,5,6,0,,46,27,14
501207,2,13,6,0,0,,46,27,14
501207,2,12,1,1,0,,27,46,48
501207,2,12,2,1,0,,46,27,48
501207,2,12,3,1,0,,27,46,48
501207,2,12,4,0,0,,46,27,48
501207,2,12,5,4,0,,46,27,48
501207,2,12,6,6,0,,46,27,48
501207,2,11,1,1,0,,46,27,265
501207,2,11,2,4,0,,27,46,265
501207,2,11,3,0,0,,27,46,265
501207,2,11,4,0,0,,27,46,265
501207,2,11,5,0,0,,27,46,265
501207,2,11,6,1,0,,27,46,265
501207,2,10,1,0,0,,27,46,48
501207,2,10,2,0,0,,27,46,48
501207,2,10,3,1,0,,27,46,48
501207,2,10,4,0,0,,46,27,48
501207,2,10,5,0,0,,46,27,48
501207,2,10,6,0,1,,46,27,48
501207,2,10,7,1,0,,46,27,48
501207,2,9,1,4,0,,157,46,210
501207,2,9,2,4,0,,157,46,210
501207,2,9,3,0,0,keeper catch,157,46,210
501207,2,9,4,1,0,,27,46,210
501207,2,9,5,0,0,,46,27,210
501207,2,9,6,2,0,,46,27,210
501207,2,8,1,1,0,,171,157,48
501207,2,8,2,1,0,,157,171,48
501207,2,8,3,0,0,,171,157,48
501207,2,8,4,4,0,,171,157,48
501207,2,8,5,0,0,keeper catch,171,157,48
501207,2,8,6,0,0,,46,157,48
501207,2,7,1,4,0,,157,171,210
501207,2,7,2,0,0,,157,171,210
501207,2,7,3,1,0,,157,171,210
501207,2,7,4,4,0,,171,157,210
501207,2,7,5,0,0,,171,157,210
501207,2,7,6,1,0,,171,157,210
501208,1,3,1,0,0,,214,9,94
501208,1,3,2,0,0,,214,9,94
501208,1,3,3,1,0,,214,9,94
501208,1,3,4,1,0,,9,214,94
501208,1,3,5,0,0,,214,9,94
501208,1,3,6,0,0,,214,9,94
501208,1,4,1,0,0,,9,214,84
501208,1,4,2,0,0,,9,214,84
501208,1,4,3,4,0,,9,214,84
501208,1,4,4,1,0,,9,214,84
501208,1,4,5,1,0,,214,9,84
501208,1,4,6,1,0,,9,214,84
501208,1,5,1,1,0,,9,214,258
501208,1,5,2,4,0,,214,9,258
501208,1,5,3,1,0,,214,9,258
501208,1,5,4,1,0,,9,214,258
501208,1,5,5,0,0,,214,9,258
501208,1,5,6,0,1,,214,9,258
501208,1,6,1,1,0,,214,9,84
501208,1,6,2,1,0,,9,214,84
501208,1,6,3,4,0,,214,9,84
501208,1,6,4,0,1,,214,9,84
501208,1,6,5,4,0,,9,214,84
501208,1,6,6,1,0,,9,214,84
501208,1,7,1,1,0,,9,214,136
501208,1,7,2,1,0,,214,9,136
501208,1,7,3,0,0,,9,214,136
501208,1,7,4,1,0,,9,214,136
501208,1,7,5,0,0,,214,9,136
501208,1,7,6,0,0,,214,9,136
501208,1,8,1,0,0,,9,214,131
501208,1,8,2,0,0,,9,214,131
501208,1,8,3,0,0,,9,214,131
501208,1,8,4,0,0,,9,214,131
501208,1,8,5,1,0,,9,214,131
501208,1,8,6,1,0,,214,9,131
501208,1,9,1,0,0,,214,9,136
501208,1,9,2,0,0,lbw,214,9,136
501208,1,9,3,1,0,,40,9,136
501208,1,9,4,2,0,,9,40,136
501208,1,9,5,0,0,,9,40,136
501208,1,9,6,1,0,,9,40,136
501208,1,10,1,0,0,,9,40,131
501208,1,10,2,0,4,,9,40,131
501208,1,10,3,2,0,,9,40,131
501208,1,10,4,4,0,,9,40,131
501208,1,10,5,0,0,,9,40,131
501208,1,10,6,0,0,,9,40,131
501208,1,11,1,1,0,,40,9,112
501208,1,11,2,1,0,,9,40,112
501208,1,11,3,4,0,,40,9,112
501208,1,11,4,2,0,,40,9,112
501208,1,11,5,0,0,,40,9,112
501208,1,11,6,1,0,,40,9,112
501208,1,12,1,1,0,,40,9,131
501208,1,12,2,1,0,,9,40,131
501208,1,12,3,1,0,,40,9,131
501208,1,12,4,0,0,,9,40,131
501208,1,12,5,2,0,,9,40,131
501208,1,12,6,4,0,,9,40,131
501208,1,13,1,1,0,,40,9,154
501208,1,13,2,6,0,,9,40,154
501208,1,13,3,0,0,caught,9,40,154
501208,1,13,4,0,0,,87,40,154
501208,1,13,5,0,0,,87,40,154
501208,1,13,6,1,0,,87,40,154
501208,1,14,1,0,0,,87,40,258
501208,1,14,2,2,0,,87,40,258
501208,1,14,3,0,1,,87,40,258
501208,1,14,4,4,0,,87,40,258
501208,1,14,5,0,0,,87,40,258
501208,1,14,6,1,0,,87,40,258
501208,1,14,7,4,0,,40,87,258
501208,1,15,1,0,0,,87,40,154
501208,1,15,2,6,0,,87,40,154
501208,1,15,3,0,0,,87,40,154
501208,1,15,4,6,0,,87,40,154
501208,1,15,5,1,0,,87,40,154
501208,1,15,6,2,0,,40,87,154
501208,1,16,1,1,0,,87,40,131
501208,1,16,2,4,0,,40,87,131
501208,1,16,3,0,1,,40,87,131
501208,1,16,4,1,0,,40,87,131
501208,1,16,5,0,0,,87,40,131
501208,1,16,6,1,0,,87,40,131
501208,1,16,7,1,0,,40,87,131
501208,1,17,1,4,0,,40,87,136
501208,1,17,2,0,0,,40,87,136
501208,1,17,3,1,0,,40,87,136
501208,1,17,4,0,1,,87,40,136
501208,1,17,5,0,0,bowled,40,87,136
501208,1,17,6,0,0,,31,87,136
501208,1,18,1,1,0,,87,31,94
501208,1,18,2,4,0,,31,87,94
501208,1,18,3,0,1,,31,87,94
501208,1,18,4,0,0,,31,87,94
501208,1,18,5,4,0,,31,87,94
501208,1,18,6,1,0,,31,87,94
501208,1,18,7,4,0,,87,31,94
501208,1,19,1,0,0,,31,87,136
501208,1,19,2,4,0,,31,87,136
501208,1,19,3,0,0,,31,87,136
501208,1,19,4,1,0,,31,87,136
501208,1,19,5,1,0,,87,31,136
501208,1,19,6,1,0,,31,87,136
501208,1,20,1,0,0,,31,87,94
501208,1,20,2,1,0,,31,87,94
501208,1,20,3,1,0,,87,31,94
501208,1,20,4,4,0,,31,87,94
501208,1,20,5,2,0,,31,87,94
501208,1,20,6,0,0,caught,31,87,94
501208,1,1,1,4,0,,9,214,94
501208,1,1,2,0,0,,9,214,94
501208,1,1,3,4,0,,9,214,94
501208,1,1,4,0,0,,9,214,94
501208,1,1,5,0,0,,9,214,94
501208,1,1,6,0,0,,9,214,94
501208,1,2,1,4,0,,214,9,84
501208,1,2,2,1,0,,214,9,84
501208,1,2,3,0,0,,9,214,84
501208,1,2,4,0,0,,9,214,84
501208,1,2,5,0,0,,9,214,84
501208,1,2,6,4,0,,9,214,84
598006,1,17,1,0,0,bowled,255,6,232
598006,1,17,2,2,0,,104,6,232
598006,1,17,3,0,0,,104,6,232
598006,1,17,4,1,0,,104,6,232
598006,1,17,5,0,0,,6,104,232
598006,1,17,6,4,0,,6,104,232
598006,1,18,1,1,0,,104,6,29
598006,1,18,2,2,0,,6,104,29
598006,1,18,3,0,0,,6,104,29
598006,1,18,4,0,0,,6,104,29
598006,1,18,5,6,0,,6,104,29
598006,1,18,6,1,0,,6,104,29
598006,1,20,1,1,0,,266,309,73
598006,1,20,2,2,0,,309,266,73
598006,1,20,3,0,0,caught,309,266,73
598006,1,20,4,0,0,bowled,266,77,73
598006,1,20,5,0,0,,342,77,73
598006,1,20,6,1,0,,342,77,73
598006,1,9,1,0,0,,6,85,334
598006,1,9,2,1,0,,6,85,334
598006,1,9,3,4,0,,85,6,334
598006,1,9,4,4,0,,85,6,334
598006,1,9,5,0,0,,85,6,334
598006,1,9,6,1,0,,85,6,334
598006,1,10,1,1,0,,85,6,293
598006,1,10,2,1,0,,6,85,293
598006,1,10,3,1,0,,85,6,293
598006,1,10,4,0,0,,6,85,293
598006,1,10,5,4,0,,6,85,293
598006,1,10,6,1,0,,6,85,293
598006,1,11,1,1,0,,6,85,29
598006,1,11,2,1,0,,85,6,29
598006,1,11,3,4,0,,6,85,29
598006,1,11,4,1,0,,6,85,29
598006,1,11,5,1,0,,85,6,29
598006,1,11,6,4,0,,6,85,29
598006,1,12,1,1,0,,85,6,293
598006,1,12,2,1,0,,6,85,293
598006,1,12,3,0,0,caught and bowled,85,6,293
598006,1,12,4,0,0,,255,6,293
598006,1,12,5,2,0,,255,6,293
598006,1,12,6,2,0,,255,6,293
598006,1,13,1,0,0,,6,255,334
598006,1,13,2,2,0,,6,255,334
598006,1,13,3,1,0,,6,255,334
598006,1,13,4,2,0,,255,6,334
598006,1,13,5,1,0,,255,6,334
598006,1,13,6,6,0,,6,255,334
598006,1,14,1,0,0,,255,6,293
598006,1,14,2,0,1,,255,6,293
598006,1,14,3,1,0,,6,255,293
598006,1,14,4,0,1,,255,6,293
598006,1,14,5,1,0,,6,255,293
598006,1,14,6,1,0,,255,6,293
598006,1,15,1,4,0,,255,6,192
598006,1,15,2,6,0,,255,6,192
598006,1,15,3,6,0,,255,6,192
598006,1,15,4,1,0,,255,6,192
598006,1,15,5,1,0,,6,255,192
598006,1,15,6,1,0,,255,6,192
598006,1,16,1,1,0,,255,6,73
598006,1,16,2,1,0,,6,255,73
598006,1,16,3,2,0,,255,6,73
598006,1,16,4,6,0,,255,6,73
598006,1,16,5,4,0,,255,6,73
598006,1,16,6,1,0,,255,6,73
598006,1,1,1,0,0,,341,85,29
598006,1,1,2,4,0,,341,85,29
598006,1,1,3,0,0,,341,85,29
598006,1,1,4,0,0,,341,85,29
598006,1,1,5,0,1,,341,85,29
598006,1,1,6,0,0,,85,341,29
598006,1,2,1,0,0,,341,85,73
598006,1,2,2,0,0,,341,85,73
598006,1,2,3,1,0,,341,85,73
598006,1,2,4,0,0,,85,341,73
598006,1,2,5,4,0,,85,341,73
598006,1,2,6,1,0,,85,341,73
598006,1,3,1,1,0,,85,341,232
598006,1,3,2,1,0,,341,85,232
598006,1,3,3,1,0,,85,341,232
598006,1,3,4,4,0,,341,85,232
598006,1,3,5,4,0,,341,85,232
598006,1,3,6,0,0,caught,341,85,232
598006,1,4,1,0,5,,6,85,73
598006,1,4,2,4,0,,6,85,73
598006,1,4,3,0,0,,6,85,73
598006,1,4,4,0,0,,6,85,73
598006,1,4,5,0,0,,6,85,73
598006,1,4,6,0,0,,6,85,73
598006,1,4,7,1,0,,6,85,73
598006,1,5,1,0,0,,6,85,232
598006,1,5,2,0,0,,6,85,232
598006,1,5,3,1,0,,6,85,232
598006,1,5,4,1,0,,85,6,232
598006,1,5,5,2,0,,6,85,232
598006,1,5,6,0,0,,6,85,232
598006,1,6,1,0,1,,85,6,334
598006,1,6,2,1,0,,85,6,334
598006,1,6,3,4,0,,6,85,334
598006,1,6,4,0,0,,6,85,334
598006,1,6,5,1,0,,6,85,334
598006,1,19,1,0,0,,6,104,232
598006,1,19,2,1,0,,6,104,232
598006,1,19,3,0,0,,104,6,232
598006,1,19,4,1,0,,104,6,232
598006,1,19,5,0,0,caught,6,104,232
598006,1,19,6,0,0,caught,104,309,232
598006,1,6,6,1,0,,85,6,334
598006,1,6,7,1,0,,6,85,334
598006,1,7,1,1,0,,6,85,29
598006,1,7,2,1,0,,85,6,29
598006,1,7,3,1,0,,6,85,29
598006,1,7,4,1,0,,85,6,29
598006,1,7,5,1,0,,6,85,29
598006,1,7,6,0,0,,85,6,29
598006,1,8,1,1,0,,6,85,293
598006,1,8,2,1,0,,85,6,293
598006,1,8,3,0,0,,6,85,293
598006,1,8,4,1,0,,6,85,293
598006,1,8,5,1,0,,85,6,293
598006,1,8,6,1,0,,6,85,293
501212,2,4,1,0,0,,74,157,81
501212,2,4,2,1,0,,74,157,81
501212,2,4,3,2,0,,157,74,81
501212,2,4,4,0,1,,157,74,81
501212,2,4,5,0,0,caught and bowled,157,74,81
501212,2,4,6,0,0,,171,74,81
501212,2,4,7,0,0,,171,74,81
501212,2,3,1,0,0,,74,157,121
501212,2,3,2,1,0,,74,157,121
501212,2,3,3,1,0,,157,74,121
501212,2,3,4,0,0,,74,157,121
501212,2,3,5,1,0,,74,157,121
501212,2,3,6,4,0,,157,74,121
501212,2,2,1,0,1,,74,157,77
501212,2,2,2,2,0,,74,157,77
501212,2,2,3,0,0,,74,157,77
501212,2,2,4,4,0,,74,157,77
501212,2,2,5,0,1,,74,157,77
501212,2,2,6,0,0,,74,157,77
501212,2,2,7,0,0,,74,157,77
501212,2,2,8,0,1,,74,157,77
501212,2,2,9,1,0,,74,157,77
501212,2,1,1,0,0,,157,74,61
501212,2,1,2,2,0,,157,74,61
501212,2,1,3,4,0,,157,74,61
501212,2,1,4,0,0,,157,74,61
501212,2,1,5,4,0,,157,74,61
501212,2,1,6,0,0,,157,74,61
501212,2,12,1,2,0,,27,46,104
501212,2,12,2,0,0,keeper catch,27,46,104
501212,2,12,3,1,0,,231,46,104
501212,2,12,4,0,0,,46,231,104
501212,2,12,5,4,0,,46,231,104
501212,2,12,6,0,1,,46,231,104
501212,2,12,7,4,0,,46,231,104
501212,2,11,1,4,0,,46,27,121
501212,2,11,2,1,0,,46,27,121
501212,2,11,3,1,0,,27,46,121
501212,2,11,4,1,0,,46,27,121
501212,2,11,5,2,0,,27,46,121
501212,2,11,6,1,0,,27,46,121
501212,2,10,1,0,0,,171,27,104
501212,2,10,2,1,0,,171,27,104
501212,2,10,3,1,0,,27,171,104
501212,2,10,4,0,0,,171,27,104
501212,2,10,5,0,0,caught,171,27,104
501212,2,10,6,0,0,,27,46,104
501212,2,9,1,1,0,,171,27,77
501212,2,9,2,0,0,,27,171,77
501212,2,9,3,0,1,,27,171,77
501212,2,9,4,0,0,,27,171,77
501212,2,9,5,1,0,,27,171,77
501212,2,9,6,1,0,,171,27,77
501212,2,9,7,0,0,,27,171,77
501212,2,8,1,0,0,,171,74,35
501212,2,8,2,1,0,,171,74,35
501212,2,8,3,2,0,,74,171,35
501212,2,8,4,0,0,caught,74,171,35
501212,2,8,5,1,0,,171,27,35
501212,2,8,6,0,0,,27,171,35
501212,2,7,1,0,0,,171,74,77
501212,2,7,2,4,0,,171,74,77
501212,2,7,3,0,0,,171,74,77
501212,2,7,4,1,0,,171,74,77
501212,2,7,5,1,0,,74,171,77
501212,2,7,6,1,0,,171,74,77
501212,2,6,1,0,0,,171,74,81
501212,2,6,2,1,0,,171,74,81
501212,2,6,3,0,0,,74,171,81
501212,2,6,4,1,0,,74,171,81
501212,2,6,5,0,1,,171,74,81
501212,2,6,6,4,0,,74,171,81
501212,2,5,1,0,0,,74,171,61
501212,2,5,2,2,0,,74,171,61
501212,2,5,3,0,0,,74,171,61
501212,2,5,4,0,0,,74,171,61
501212,2,5,5,0,0,,74,171,61
501212,2,5,6,4,0,,74,171,61
501212,2,16,1,1,0,,231,267,35
501212,2,16,2,0,1,,267,231,35
501212,2,16,3,0,0,,267,231,35
501212,2,16,4,0,0,,267,231,35
501212,2,16,5,1,0,run out,267,231,35
501212,2,16,6,1,0,,231,235,35
501212,2,16,7,0,0,,235,231,35
501212,2,15,1,6,0,,46,231,121
501212,2,15,2,1,0,,46,231,121
501212,2,15,3,1,0,,231,46,121
501212,2,15,4,0,1,,46,231,121
501212,2,15,5,0,0,bowled,46,231,121
501212,2,15,6,0,0,,267,231,121
501212,2,15,7,0,0,,267,231,121
501212,2,14,1,1,0,,231,46,61
501212,2,14,2,6,0,,46,231,61
501212,2,14,3,2,0,,46,231,61
501212,2,14,4,1,0,,46,231,61
501212,2,14,5,2,0,,231,46,61
501212,2,14,6,2,0,,231,46,61
501212,2,13,1,1,0,,231,46,35
501212,2,13,2,1,0,,46,231,35
501212,2,13,3,0,0,,231,46,35
501212,2,13,4,4,0,,231,46,35
501212,2,13,5,2,0,,231,46,35
501212,2,13,6,1,0,,231,46,35
501212,2,18,1,1,0,,231,235,35
501212,2,18,2,2,0,,235,231,35
501212,2,18,3,1,0,,235,231,35
501212,2,18,4,1,0,,231,235,35
501212,2,18,5,0,0,,235,231,35
501212,2,18,6,6,0,,235,231,35
501212,2,17,1,1,0,,231,235,81
501212,2,17,2,0,0,,235,231,81
501212,2,17,3,0,1,,235,231,81
501212,2,17,4,0,1,,235,231,81
501212,2,17,5,0,0,,235,231,81
501212,2,17,6,1,0,,235,231,81
501212,2,17,7,1,0,,231,235,81
501212,2,17,8,0,0,,235,231,81
501212,2,19,1,0,0,,231,235,121
501212,2,19,2,4,0,,231,235,121
501212,2,19,3,6,0,,231,235,121
501212,2,19,4,0,0,,231,235,121
501212,2,19,5,6,0,,231,235,121
1082597,2,20,1,0,2,,400,50,458
1082597,2,20,2,4,0,,400,50,458
1082597,2,20,3,0,0,,400,50,458
1082597,2,20,4,2,0,,400,50,458
1082597,2,20,5,4,0,,400,50,458
1082597,2,19,1,6,0,,431,400,344
1082597,2,19,2,4,0,,431,400,344
1082597,2,19,3,0,1,,431,400,344
1082597,2,19,4,0,0,caught,431,400,344
1082597,2,19,5,1,0,,50,400,344
1082597,2,19,6,6,0,,400,50,344
1082597,2,19,7,1,0,,400,50,344
1082597,2,18,1,0,1,,431,400,458
1082597,2,18,2,1,0,,400,431,458
1082597,2,18,3,4,0,,431,400,458
1082597,2,18,4,6,0,,431,400,458
1082597,2,18,5,1,0,,431,400,458
1082597,2,18,6,6,0,,400,431,458
1082597,2,17,1,0,0,caught,221,431,479
