playermatch_key,match_id,player_id,role_desc,team_id
50121200121,501212,121,Player,9
50121200259,501212,259,Player,9
50121200027,501212,27,Captain,10
50121200046,501212,46,Keeper,10
50121200074,501212,74,Player,10
50121200083,501212,83,Player,10
50121200157,501212,157,Player,10
50121200171,501212,171,Player,10
50121200231,501212,231,Player,10
50121200235,501212,235,Player,10
50121200267,501212,267,Player,10
50121200273,501212,273,Player,10
50121200274,501212,274,Player,10
59800300009,598003,9,Player,1
59800300031,598003,31,Player,1
59800300040,598003,40,Captain,1
59800300063,598003,63,Player,1
59800300066,598003,66,Player,1
59800300087,598003,87,Player,1
59800300089,598003,89,Player,1
59800300151,598003,151,Player,1
59800300214,598003,214,Keeper,1
59800300216,598003,216,Player,1
59800300315,598003,315,Player,1
59800300029,598003,29,Player,6
59800300064,598003,64,Captain,6
59800300073,598003,73,Player,6
59800300183,598003,183,Keeper,6
59800300187,598003,187,Player,6
59800300192,598003,192,Player,6
59800300232,598003,232,Player,6
59800300262,598003,262,Player,6
59800300293,598003,293,Player,6
59800300334,598003,334,Player,6
59800300338,598003,338,Player,6
59800400008,598004,8,Captain,2
59800400081,598004,81,Player,2
59800400083,598004,83,Player,2
59800400121,598004,121,Player,2
59800400135,598004,135,Player,2
59800400162,598004,162,Player,2
59800400239,598004,239,Keeper,2
59800400258,598004,258,Player,2
59800400260,598004,260,Player,2
59800400339,598004,339,Player,2
59800400346,598004,346,Player,2
59800400003,598004,3,Captain,7
59800400022,598004,22,Player,7
59800400050,598004,50,Player,7
59800400057,598004,57,Player,7
59800400088,598004,88,Keeper,7
59800400126,598004,126,Player,7
59800400133,598004,133,Player,7
59800400208,598004,208,Player,7
59800400221,598004,221,Player,7
59800400357,598004,357,Player,7
59800400375,598004,375,Player,7
59800500010,598005,10,Player,11
59800500017,598005,17,Keeper,11
59800500026,598005,26,Captain,11
59800500084,598005,84,Player,11
59800500094,598005,94,Player,11
59800500112,598005,112,Player,11
59800500136,598005,136,Player,11
59800500280,598005,280,Player,11
59800500325,598005,325,Player,11
59800500331,598005,331,Player,11
59800500340,598005,340,Player,11
59800500027,598005,27,Player,10
59800500046,598005,46,Keeper,10
59800500048,598005,48,Player,10
59800500052,598005,52,Player,10
59800500096,598005,96,Player,10
59800500106,598005,106,Player,10
59800500191,598005,191,Captain,10
59800500235,598005,235,Player,10
59800500253,598005,253,Player,10
59800500299,598005,299,Player,10
59800500307,598005,307,Player,10
59800600006,598006,6,Captain,5
59800600039,598006,39,Player,5
59800600077,598006,77,Player,5
59800600085,598006,85,Player,5
59800600104,598006,104,Player,5
59800600255,598006,255,Player,5
59800600266,598006,266,Player,5
59800600309,598006,309,Player,5
59800600341,598006,341,Keeper,5
59800600342,598006,342,Player,5
59800600452,598006,452,Player,5
59800600029,598006,29,Player,6
59800600064,598006,64,Captain,6
59800600073,598006,73,Player,6
59800600183,598006,183,Keeper,6
59800600187,598006,187,Player,6
59800600192,598006,192,Player,6
59800600232,598006,232,Player,6
59800600262,598006,262,Player,6
59800600293,598006,293,Player,6
59800600334,598006,334,Player,6
59800600338,598006,338,Player,6
59800700003,598007,3,Captain,7
59800700050,598007,50,Player,7
59800700057,598007,57,Player,7
59800700088,598007,88,Keeper,7
59800700126,598007,126,Player,7
59800700131,598007,131,Player,7
59800700133,598007,133,Player,7
59800700147,598007,147,Player,7
59800700208,598007,208,Player,7
59800700221,598007,221,Player,7
59800700357,598007,357,Player,7
59800700019,598007,19,Player,3
59800700020,598007,20,CaptainKeeper,3
59800700021,598007,21,Player,3
59800700023,598007,23,Player,3
59800700035,598007,35,Player,3
59800700071,598007,71,Player,3
59800700185,598007,185,Player,3
59800700201,598007,201,Player,3
59800700223,598007,223,Player,3
59800700343,598007,343,Player,3
59800700344,598007,344,Player,3
59800800004,598008,4,Player,4
59800800014,598008,14,Player,4
59800800053,598008,53,CaptainKeeper,4
59800800067,598008,67,Player,4
59800800188,598008,188,Player,4
59800800209,598008,209,Player,4
59800800236,598008,236,Player,4
59800800321,598008,321,Player,4
59800800329,598008,329,Player,4
59800800333,598008,333,Player,4
59800800345,598008,345,Player,4
59800800046,598008,46,Keeper,10
59800800048,598008,48,Player,10
59800800052,598008,52,Player,10
59800800096,598008,96,Player,10
59800800106,598008,106,Player,10
59800800178,598008,178,Player,10
59800800191,598008,191,Captain,10
59800800235,598008,235,Player,10
59800800253,598008,253,Player,10
59800800299,598008,299,Player,10
59800800307,598008,307,Player,10
59801000006,598010,6,Captain,5
59801000032,598010,32,Player,5
59801000039,598010,39,Player,5
59801000077,598010,77,Player,5
59801000085,598010,85,Player,5
59801000104,598010,104,Player,5
59801000238,598010,238,Player,5
59801000255,598010,255,Player,5
59801000277,598010,277,Keeper,5
59801000309,598010,309,Player,5
59801000342,598010,342,Player,5
59801000009,598010,9,Player,1
59801000031,598010,31,Player,1
59801000040,598010,40,Captain,1
59801000063,598010,63,Player,1
59801000066,598010,66,Player,1
59801000087,598010,87,Player,1
59801000089,598010,89,Player,1
59801000214,598010,214,Keeper,1
59801000216,598010,216,Player,1
59801000315,598010,315,Player,1
59801000347,598010,347,Player,1
59801100003,598011,3,Captain,7
59801100050,598011,50,Player,7
59801100057,598011,57,Player,7
59801100088,598011,88,Keeper,7
59801100131,598011,131,Player,7
59801100133,598011,133,Player,7
59801100194,598011,194,Player,7
59801100208,598011,208,Player,7
59801100221,598011,221,Player,7
59801100356,598011,356,Player,7
59801100357,598011,357,Player,7
59801100029,598011,29,Player,6
59801100064,598011,64,Captain,6
59801100073,598011,73,Player,6
59801100187,598011,187,Player,6
59801100190,598011,190,Player,6
59801100232,598011,232,Player,6
59801100237,598011,237,Keeper,6
59801100262,598011,262,Player,6
59801100293,598011,293,Player,6
59801100338,598011,338,Player,6
59801100348,598011,348,Player,6
59801200004,598012,4,Player,4
59801200014,598012,14,Player,4
59801200053,598012,53,CaptainKeeper,4
59801200067,598012,67,Player,4
59801200188,598012,188,Player,4
59801200209,598012,209,Player,4
59801200236,598012,236,Player,4
59801200321,598012,321,Player,4
59801200329,598012,329,Player,4
59801200333,598012,333,Player,4
59801200345,598012,345,Player,4
59801200019,598012,19,Player,3
59801200020,598012,20,CaptainKeeper,3
59801200021,598012,21,Player,3
59801200023,598012,23,Player,3
59801200035,598012,35,Player,3
59801200071,598012,71,Player,3
59801200185,598012,185,Player,3
59801200201,598012,201,Player,3
59801200223,598012,223,Player,3
59801200344,598012,344,Player,3
59801200350,598012,350,Player,3
59801300008,598013,8,Captain,2
59801300061,598013,61,Player,2
59801300081,598013,81,Player,2
59801300110,598013,110,Player,2
59801300121,598013,121,Player,2
59801300162,598013,162,Player,2
59801300163,598013,163,Player,2
59801300239,598013,239,Keeper,2
59801300260,598013,260,Player,2
59801300346,598013,346,Player,2
59801300354,598013,354,Player,2
59801300009,598013,9,Player,1
59801300031,598013,31,Player,1
59801300040,598013,40,Captain,1
59801300087,598013,87,Player,1
59801300089,598013,89,Player,1
59801300116,598013,116,Player,1
59801300151,598013,151,Player,1
59801300210,598013,210,Player,1
59801300214,598013,214,Keeper,1
59801300216,598013,216,Player,1
59801300315,598013,315,Player,1
82971000050,829710,50,Player,7
82971000057,829710,57,Captain,7
82971000081,829710,81,Player,7
82971000131,829710,131,Player,7
82971000194,829710,194,Player,7
82971000207,829710,207,Keeper,7
82971000208,829710,208,Player,7
82971000221,829710,221,Player,7
82971000254,829710,254,Player,7
82971000372,829710,372,Player,7
82971000375,829710,375,Player,7
82971000031,829710,31,Player,1
82971000040,829710,40,Captain,1
82971000046,829710,46,Keeper,1
82971000067,829710,67,Player,1
82971000096,829710,96,Player,1
82971000190,829710,190,Player,1
82971000232,829710,232,Player,1
82971000276,829710,276,Player,1
82971000308,829710,308,Player,1
82971000315,829710,315,Player,1
82971000334,829710,334,Player,1
82971200027,829712,27,Player,6
82971200109,829712,109,Player,6
82971200136,829712,136,Player,6
82971200154,829712,154,Captain,6
82971200237,829712,237,Player,6
82971200260,829712,260,Player,6
82971200360,829712,360,Keeper,6
82971200371,829712,371,Player,6
82971200386,829712,386,Player,6
82971200393,829712,393,Player,6
82971200404,829712,404,Player,6
82971200002,829712,2,Player,3
82971200020,829712,20,CaptainKeeper,3
82971200021,829712,21,Player,3
82971200035,829712,35,Player,3
82971200071,829712,71,Player,3
82971200073,829712,73,Player,3
82971200147,829712,147,Player,3
82971200201,829712,201,Player,3
82971200303,829712,303,Player,3
82971200359,829712,359,Player,3
82971200364,829712,364,Player,3
82971400080,829714,80,Player,5
82971400085,829714,85,Player,5
82971400255,829714,255,Player,5
82971400306,829714,306,Captain,5
82971400310,829714,310,Player,5
82971400339,829714,339,Player,5
82971400350,829714,350,Player,5
82971400351,829714,351,Keeper,5
82971400370,829714,370,Player,5
82971400377,829714,377,Player,5
82971400394,829714,394,Player,5
82971400041,829714,41,Player,4
82971400062,829714,62,Keeper,4
82971400185,829714,185,Player,4
82971400197,829714,197,Captain,4
82971400305,829714,305,Player,4
82971400320,829714,320,Player,4
82971400357,829714,357,Player,4
82971400367,829714,367,Player,4
82971400374,829714,374,Player,4
82971400392,829714,392,Player,4
82971400395,829714,395,Player,4
82971600002,829716,2,Player,3
82971600020,829716,20,CaptainKeeper,3
82971600021,829716,21,Player,3
82971600035,829716,35,Player,3
82971600071,829716,71,Player,3
82971600073,829716,73,Player,3
82971600147,829716,147,Player,3
82971600201,829716,201,Player,3
82971600303,829716,303,Player,3
82971600359,829716,359,Player,3
82971600364,829716,364,Player,3
82971600042,829716,42,Player,11
82971600084,829716,84,Player,11
82971600161,829716,161,Player,11
82971600166,829716,166,Player,11
82971600183,829716,183,Keeper,11
82971600187,829716,187,Captain,11
82971600299,829716,299,Player,11
82971600354,829716,354,Player,11
82971600366,829716,366,Player,11
82971600396,829716,396,Player,11
82971600458,829716,458,Player,11
82971800008,829718,8,Captain,2
82971800088,829718,88,Keeper,2
82971800110,829718,110,Player,2
82971800162,829718,162,Player,2
82971800236,829718,236,Player,2
82971800246,829718,246,Player,2
82971800296,829718,296,Player,2
82971800311,829718,311,Player,2
82971800362,829718,362,Player,2
82971800382,829718,382,Player,2
82971800397,829718,397,Player,2
82971800031,829718,31,Player,1
82971800040,829718,40,Captain,1
82971800046,829718,46,Keeper,1
82971800067,829718,67,Player,1
82971800096,829718,96,Player,1
82971800190,829718,190,Player,1
82971800276,829718,276,Player,1
82971800308,829718,308,Player,1
82971800315,829718,315,Player,1
82971800334,829718,334,Player,1
82971800422,829718,422,Player,1
82972000027,829720,27,Player,6
82972000087,829720,87,Player,6
82972000136,829720,136,Player,6
82972000154,829720,154,Captain,6
82972000191,829720,191,Player,6
82972000237,829720,237,Keeper,6
82972000260,829720,260,Player,6
82972000346,829720,346,Player,6
82972000371,829720,371,Player,6
82972000386,829720,386,Player,6
82972000393,829720,393,Player,6
82972000080,829720,80,Player,5
82972000085,829720,85,Player,5
82972000255,829720,255,Player,5
82972000306,829720,306,Captain,5
82972000310,829720,310,Player,5
82972000339,829720,339,Player,5
82972000350,829720,350,Player,5
82972000351,829720,351,Keeper,5
82972000370,829720,370,Player,5
82972000377,829720,377,Player,5
82972000394,829720,394,Player,5
82972200050,829722,50,Player,7
82972200057,829722,57,Captain,7
82972200081,829722,81,Player,7
82972200194,829722,194,Player,7
82972200207,829722,207,Keeper,7
82972200208,829722,208,Player,7
82972200221,829722,221,Player,7
82972200254,829722,254,Player,7
82972200372,829722,372,Player,7
82972200398,829722,398,Player,7
82972200453,829722,453,Player,7
82972200041,829722,41,Player,4
82972200062,829722,62,Keeper,4
82972200185,829722,185,Player,4
82972200197,829722,197,Captain,4
82972200305,829722,305,Player,4
82972200320,829722,320,Player,4
82972200356,829722,356,Player,4
82972200357,829722,357,Player,4
82972200367,829722,367,Player,4
82972200374,829722,374,Player,4
82972200395,829722,395,Player,4
82972400008,829724,8,Captain,2
82972400088,829724,88,Keeper,2
82972400110,829724,110,Player,2
82972400162,829724,162,Player,2
82972400236,829724,236,Player,2
82972400246,829724,246,Player,2
82972400296,829724,296,Player,2
82972400311,829724,311,Player,2
82972400362,829724,362,Player,2
82972400382,829724,382,Player,2
82972400397,829724,397,Player,2
82972400014,829724,14,Player,11
82972400042,829724,42,Player,11
82972400161,829724,161,Player,11
82972400166,829724,166,Player,11
82972400183,829724,183,Keeper,11
82972400187,829724,187,Captain,11
82972400299,829724,299,Player,11
82972400325,829724,325,Player,11
82972400354,829724,354,Player,11
82972400396,829724,396,Player,11
82972400458,829724,458,Player,11
82972600017,829726,17,Keeper,7
82972600057,829726,57,Captain,7
82972600081,829726,81,Player,7
82972600194,829726,194,Player,7
82972600221,829726,221,Player,7
82972600254,829726,254,Player,7
82972600262,829726,262,Player,7
82972600372,829726,372,Player,7
82972600388,829726,388,Player,7
82972600398,829726,398,Player,7
82972600453,829726,453,Player,7
82972600080,829726,80,Player,5
82972600085,829726,85,Player,5
82972600255,829726,255,Player,5
82972600306,829726,306,Captain,5
82972600310,829726,310,Player,5
82972600339,829726,339,Player,5
82972600350,829726,350,Player,5
82972600351,829726,351,Keeper,5
82972600370,829726,370,Player,5
82972600377,829726,377,Player,5
82972600394,829726,394,Player,5
82972800002,829728,2,Player,3
82972800020,829728,20,CaptainKeeper,3
82972800021,829728,21,Player,3
82972800035,829728,35,Player,3
82972800071,829728,71,Player,3
82972800073,829728,73,Player,3
82972800147,829728,147,Player,3
82972800303,829728,303,Player,3
82972800322,829728,322,Player,3
82972800364,829728,364,Player,3
82972800399,829728,399,Player,3
82972800031,829728,31,Player,1
82972800040,829728,40,Captain,1
82972800046,829728,46,Keeper,1
82972800067,829728,67,Player,1
82972800096,829728,96,Player,1
82972800232,829728,232,Player,1
82972800284,829728,284,Player,1
82972800308,829728,308,Player,1
82972800316,829728,316,Player,1
82972800334,829728,334,Player,1
82972800405,829728,405,Player,1
108259100027,1082591,27,Player,11
108259100032,1082591,32,Captain,2
108259100042,1082591,42,Player,11
108259100073,1082591,73,Player,11
108259100162,1082591,162,Player,2
108259100163,1082591,163,Player,11
108259100183,1082591,183,Keeper,11
108259100187,1082591,187,Captain,11
108259100228,1082591,228,Player,11
108259100236,1082591,236,Player,2
108259100237,1082591,237,Keeper,2
108259100255,1082591,255,Player,2
108259100270,1082591,270,Player,2
108259100299,1082591,299,Player,11
108259100369,1082591,369,Player,2
108259100382,1082591,382,Player,2
108259100385,1082591,385,Player,11
108259100394,1082591,394,Player,11
108259100417,1082591,417,Player,2
108259100470,1082591,470,Player,2
108259100489,1082591,489,Player,11
108259100495,1082591,495,Player,2
108259200017,1082592,17,Keeper,7
108259200020,1082592,20,Keeper,12
108259200057,1082592,57,Captain,7
108259200085,1082592,85,Player,12
108259200087,1082592,87,Player,12
108259200089,1082592,89,Player,12
108259200106,1082592,106,Player,12
108259200208,1082592,208,Player,7
108259200221,1082592,221,Player,7
108259200260,1082592,260,Player,12
108259200306,1082592,306,Captain,12
108259200375,1082592,375,Player,7
108259200377,1082592,377,Player,7
108259200386,1082592,386,Player,12
108259200400,1082592,400,Player,7
108259200403,1082592,403,Player,7
108259200407,1082592,407,Player,7
108259200413,1082592,413,Player,7
108259200430,1082592,430,Player,12
108259200431,1082592,431,Player,7
108259200465,1082592,465,Player,12
108259200476,1082592,476,Player,12
108259300002,1082593,2,Player,13
108259300014,1082593,14,Player,13
108259300021,1082593,21,Captain,13
108259300031,1082593,31,Player,1
108259300040,1082593,40,Captain,1
108259300046,1082593,46,Keeper,1
108259300067,1082593,67,Player,1
108259300080,1082593,80,Player,13
108259300088,1082593,88,Keeper,13
108259300096,1082593,96,Player,1
108259300120,1082593,120,Player,13
108259300147,1082593,147,Player,13
108259300186,1082593,186,Player,13
108259300254,1082593,254,Player,13
108259300308,1082593,308,Player,1
108259300315,1082593,315,Player,1
108259300336,1082593,336,Player,1
108259300432,1082593,432,Player,13
108259300458,1082593,458,Player,1
108259300462,1082593,462,Player,1
108259300479,1082593,479,Player,1
108259300481,1082593,481,Player,13
108259400020,1082594,20,Keeper,12
108259400062,1082594,62,Keeper,4
108259400085,1082594,85,Player,12
108259400087,1082594,87,Player,12
108259400089,1082594,89,Player,12
108259400106,1082594,106,Player,12
108259400258,1082594,258,Player,12
108259400260,1082594,260,Player,12
108259400305,1082594,305,Captain,4
108259400306,1082594,306,Captain,12
108259400320,1082594,320,Player,4
108259400345,1082594,345,Player,4
108259400364,1082594,364,Player,4
108259400367,1082594,367,Player,4
108259400374,1082594,374,Player,4
108259400386,1082594,386,Player,12
108259400409,1082594,409,Player,4
108259400424,1082594,424,Player,4
108259400427,1082594,427,Player,4
108259400476,1082594,476,Player,12
108259400490,1082594,490,Player,12
108259400493,1082594,493,Player,4
108259500015,1082595,15,Captain,6
108259500032,1082595,32,Captain,2
108259500136,1082595,136,Player,6
108259500140,1082595,140,Player,2
108259500162,1082595,162,Player,2
108259500207,1082595,207,Player,6
108259500236,1082595,236,Player,2
108259500237,1082595,237,Player,2
108259500255,1082595,255,Player,2
108259500293,1082595,293,Player,6
108259500322,1082595,322,Player,2
108259500339,1082595,339,Player,6
108259500350,1082595,350,Player,6
108259500351,1082595,351,Player,6
108259500382,1082595,382,Player,2
108259500405,1082595,405,Player,6
108259500408,1082595,408,Player,6
108259500420,1082595,420,Keeper,6
108259500421,1082595,421,Player,6
108259500475,1082595,475,Player,2
108259500495,1082595,495,Player,2
108259500496,1082595,496,Keeper,2
108259600002,1082596,2,Player,13
108259600014,1082596,14,Player,13
108259600021,1082596,21,Captain,13
108259600027,1082596,27,Player,11
108259600042,1082596,42,Player,11
108259600073,1082596,73,Player,11
108259600080,1082596,80,Player,13
108259600088,1082596,88,Keeper,13
108259600147,1082596,147,Player,13
108259600163,1082596,163,Player,11
108259600183,1082596,183,Keeper,11
108259600187,1082596,187,Captain,11
108259600228,1082596,228,Player,11
108259600254,1082596,254,Player,13
108259600299,1082596,299,Player,11
108259600385,1082596,385,Player,11
108259600394,1082596,394,Player,11
108259600432,1082596,432,Player,13
108259600477,1082596,477,Player,13
108259600481,1082596,481,Player,13
108259600489,1082596,489,Player,11
108259600494,1082596,494,Player,13
108259700017,1082597,17,Keeper,7
108259700031,1082597,31,Player,1
108259700040,1082597,40,Captain,1
108259700046,1082597,46,Keeper,1
108259700050,1082597,50,Player,7
108259700057,1082597,57,Captain,7
108259700096,1082597,96,Player,1
108259700194,1082597,194,Player,7
108259700221,1082597,221,Player,7
108259700308,1082597,308,Player,1
108259700315,1082597,315,Player,1
108259700336,1082597,336,Player,1
108259700344,1082597,344,Player,1
108259700375,1082597,375,Player,7
108259700400,1082597,400,Player,7
108259700403,1082597,403,Player,7
108259700407,1082597,407,Player,7
108259700413,1082597,413,Player,7
108259700431,1082597,431,Player,7
108259700458,1082597,458,Player,1
108259700462,1082597,462,Player,1
108259700479,1082597,479,Player,1
108259800032,1082598,32,Captain,2
108259800062,1082598,62,Keeper,4
108259800110,1082598,110,Player,2
108259800140,1082598,140,Player,2
108259800236,1082598,236,Player,2
108259800237,1082598,237,Player,2
108259800255,1082598,255,Player,2
108259800296,1082598,296,Player,4
108259800305,1082598,305,Captain,4
108259800320,1082598,320,Player,4
108259800322,1082598,322,Player,2
108259800345,1082598,345,Player,4
108259800364,1082598,364,Player,4
108259800367,1082598,367,Player,4
108259800374,1082598,374,Player,4
108259800382,1082598,382,Player,2
108259800409,1082598,409,Player,4
108259800427,1082598,427,Player,4
108259800475,1082598,475,Player,2
108259800493,1082598,493,Player,4
108259800495,1082598,495,Player,2
108259800496,1082598,496,Keeper,2
108259900015,1082599,15,Captain,6
108259900020,1082599,20,Keeper,12
108259900085,1082599,85,Captain,12
108259900089,1082599,89,Player,12
108259900106,1082599,106,Player,12
108259900136,1082599,136,Player,6
108259900207,1082599,207,Player,6
108259900260,1082599,260,Player,12
108259900293,1082599,293,Player,6
108259900303,1082599,303,Player,12
108259900339,1082599,339,Player,6
108259900350,1082599,350,Player,6
108259900351,1082599,351,Player,6
108259900372,1082599,372,Player,6
108259900386,1082599,386,Player,12
108259900405,1082599,405,Player,6
108259900420,1082599,420,Keeper,6
108259900421,1082599,421,Player,6
108259900430,1082599,430,Player,12
108259900465,1082599,465,Player,12
108259900476,1082599,476,Player,12
108259900488,1082599,488,Player,12
108260000017,1082600,17,Keeper,7
108260000027,1082600,27,Player,11
108260000042,1082600,42,Player,11
108260000050,1082600,50,Player,7
108260000057,1082600,57,Captain,7
108260000073,1082600,73,Player,11
108260000183,1082600,183,Keeper,11
108260000187,1082600,187,Captain,11
108260000194,1082600,194,Player,7
108260000221,1082600,221,Player,7
108260000299,1082600,299,Player,11
108260000375,1082600,375,Player,7
108260000385,1082600,385,Player,11
108260000394,1082600,394,Player,11
108260000400,1082600,400,Player,7
108260000403,1082600,403,Player,7
108260000407,1082600,407,Player,7
108260000413,1082600,413,Player,7
108260000431,1082600,431,Player,7
108260000455,1082600,455,Player,11
108260000460,1082600,460,Player,11
108260000489,1082600,489,Player,11
